2011.01.01 00:25	24
2011.01.01 23:00	24
2011.01.02 00:25	24
2011.01.02 18:15	24
2011.01.03 04:25	24
2011.01.03 23:20	24
2011.01.04 23:45	24
2011.01.04 05:15	24
2011.01.05 04:25	24
2011.01.05 18:40	24
2011.01.06 10:45	24
2011.01.06 17:15	24
2011.01.07 22:25	24
2011.01.07 00:00	24
2011.01.08 00:45	24
2011.01.08 07:20	24
2011.01.09 19:05	24
2011.01.09 00:55	24
2011.01.10 04:45	24
2011.01.10 10:00	24
2011.01.11 05:25	24
2011.01.11 23:15	24
2011.01.12 23:05	24
2011.01.12 11:40	24
2011.01.13 00:25	24
2011.01.13 23:00	24
2011.01.14 00:25	24
2011.01.14 14:35	24
2011.01.15 00:25	24
2011.01.15 23:00	24
2011.01.16 23:45	24
2011.01.16 00:00	24
2011.01.17 19:05	24
2011.01.17 00:00	24
2011.01.18 03:25	24
2011.01.18 08:20	24
2011.01.19 11:45	24
2011.01.19 21:40	24
2011.01.20 04:25	24
2011.01.20 23:00	24
2011.01.21 23:05	24
2011.01.21 04:35	24
2011.01.22 19:05	24
2011.01.22 09:35	24
2011.01.23 13:45	24
2011.01.23 07:30	24
2011.01.24 23:45	24
2011.01.24 07:30	24
2011.01.25 01:05	24
2011.01.25 23:55	24
2011.01.26 00:25	24
2011.01.26 09:00	24
2011.01.27 23:05	24
2011.01.27 11:25	24
2011.01.28 14:25	24
2011.01.28 00:00	24
2011.01.29 14:25	24
2011.01.29 02:20	24
2011.01.30 00:25	24
2011.01.30 09:35	24
2011.01.31 14:25	24
2011.01.31 00:55	24
2011.02.01 14:45	24
2011.02.01 07:30	24
2011.02.02 14:25	24
2011.02.02 00:00	24
2011.02.03 23:25	24
2011.02.03 15:40	24
2011.02.04 13:05	24
2011.02.04 19:20	24
2011.02.05 19:05	24
2011.02.05 00:00	24
2011.02.06 14:10	24
2011.02.06 23:30	24
2011.02.07 23:00	24
2011.02.07 09:35	24
2011.02.08 12:10	24
2011.02.08 23:10	24
2011.02.09 07:30	24
2011.02.09 14:10	24
2011.02.10 14:10	24
2011.02.10 17:45	24
2011.02.11 00:00	24
2011.02.11 20:50	24
2011.02.12 14:10	24
2011.02.12 23:00	24
2011.02.13 00:00	24
2011.02.13 07:30	24
2011.02.14 15:05	24
2011.02.14 08:20	24
2011.02.15 17:25	24
2011.02.15 05:10	24
2011.02.16 14:25	24
2011.02.16 08:20	24
2011.02.17 01:05	24
2011.02.17 23:00	24
